バージョン,曲名,難易度,レベル,ノーツレーダー属性
HAPPY SKY,Scripted Connection⇒ A mix,ANOTHER,12,NOTES
HAPPY SKY,Scripted Connection⇒ A mix,LEGGENDARIA,12,PEAK
HAPPY SKY,Scripted Connection⇒ H mix,NORMAL,7,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,HYPER,10,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,ANOTHER,11,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,LEGGENDARIA,12,PEAK
HAPPY SKY,Scripted Connection⇒ N mix,NORMAL,6,
HAPPY SKY,Scripted Connection⇒ N mix,HYPER,8,NOTES
HAPPY SKY,Scripted Connection⇒ N mix,ANOTHER,10,NOTES
HAPPY SKY,Scripted Connection⇒ N mix,LEGGENDARIA,11,PEAK
SINOBUZ,Seaside Labyrinth,NORMAL,4,PEAK
SINOBUZ,Seaside Labyrinth,HYPER,7,
SINOBUZ,Seaside Labyrinth,ANOTHER,9,NOTES
GOLD,Second Heaven,BEGINNER,1,PEAK
GOLD,Second Heaven,NORMAL,5,PEAK
GOLD,Second Heaven,HYPER,8,PEAK
GOLD,Second Heaven,ANOTHER,11,PEAK
Pinky Crush,Secret Rouge,NORMAL,5,
Pinky Crush,Secret Rouge,HYPER,8,NOTES
Pinky Crush,Secret Rouge,ANOTHER,10,CHORD
copula,SEITEN NO TERIYAKI,NORMAL,4,NOTES
copula,SEITEN NO TERIYAKI,HYPER,7,NOTES
copula,SEITEN NO TERIYAKI,ANOTHER,11,NOTES
copula,SEITEN NO TERIYAKI,LEGGENDARIA,12,PEAK
SINOBUZ,Seize the Day,NORMAL,5,
SINOBUZ,Seize the Day,HYPER,8,
SINOBUZ,Seize the Day,ANOTHER,10,CHORD
SINOBUZ,Selfish Sweet,NORMAL,3,
SINOBUZ,Selfish Sweet,HYPER,5,PEAK
SINOBUZ,Selfish Sweet,ANOTHER,9,NOTES
copula,Sephirot,NORMAL,5,
copula,Sephirot,HYPER,8,PEAK
copula,Sephirot,ANOTHER,10,PEAK
SINOBUZ,SEQUENCE CAT,NORMAL,5,NOTES
SINOBUZ,SEQUENCE CAT,HYPER,10,NOTES
SINOBUZ,SEQUENCE CAT,ANOTHER,11,NOTES
RESIDENT,Seraph,NORMAL,5,
RESIDENT,Seraph,HYPER,9,
RESIDENT,Seraph,ANOTHER,11,PEAK
Lincle,Several Words,NORMAL,4,PEAK
Lincle,Several Words,HYPER,8,NOTES
Lincle,Several Words,ANOTHER,10,NOTES
Lincle,SHADE,NORMAL,5,
Lincle,SHADE,HYPER,9,NOTES
Lincle,SHADE,ANOTHER,11,CHORD
DJ TROOPERS,Shades of Grey,NORMAL,5,
DJ TROOPERS,Shades of Grey,HYPER,6,
DJ TROOPERS,Shades of Grey,ANOTHER,8,NOTES
RESIDENT,Shadow World,NORMAL,4,
RESIDENT,Shadow World,HYPER,8,PEAK
RESIDENT,Shadow World,ANOTHER,11,CHORD
RESIDENT,Shamshir,NORMAL,5,
RESIDENT,Shamshir,HYPER,8,SCRATCH
RESIDENT,Shamshir,ANOTHER,10,SCRATCH
EPOLIS,Shapeshifter,NORMAL,6,NOTES
EPOLIS,Shapeshifter,HYPER,9,NOTES
EPOLIS,Shapeshifter,ANOTHER,10,NOTES
SPADA,Shattered control,NORMAL,4,
SPADA,Shattered control,HYPER,8,
SPADA,Shattered control,ANOTHER,10,NOTES
SIRIUS,She is my wife,BEGINNER,3,PEAK
SIRIUS,She is my wife,NORMAL,5,
SIRIUS,She is my wife,HYPER,9,
SIRIUS,She is my wife,ANOTHER,10,PEAK
copula,SHELTER OF THE MIND,NORMAL,6,
copula,SHELTER OF THE MIND,HYPER,9,NOTES
copula,SHELTER OF THE MIND,ANOTHER,11,NOTES
DJ TROOPERS,SHIFT,NORMAL,5,
DJ TROOPERS,SHIFT,HYPER,8,
DJ TROOPERS,SHIFT,ANOTHER,10,NOTES
tricoro,Shining World,NORMAL,6,PEAK
tricoro,Shining World,HYPER,8,PEAK
tricoro,Shining World,ANOTHER,9,NOTES
tricoro,SHION,NORMAL,4,NOTES
tricoro,SHION,HYPER,7,NOTES
tricoro,SHION,ANOTHER,10,CHORD
HEROIC VERSE,Shiva,NORMAL,4,
HEROIC VERSE,Shiva,HYPER,8,NOTES
HEROIC VERSE,Shiva,ANOTHER,11,NOTES
SINOBUZ,Shoot'Em All,NORMAL,3,
SINOBUZ,Shoot'Em All,HYPER,7,
SINOBUZ,Shoot'Em All,ANOTHER,11,PEAK
PENDUAL,Shooting Fireball,NORMAL,6,
PENDUAL,Shooting Fireball,HYPER,10,NOTES
PENDUAL,Shooting Fireball,ANOTHER,12,NOTES
Sparkle Shower,Shooting Star,BEGINNER,1,PEAK
Sparkle Shower,Shooting Star,NORMAL,4,
Sparkle Shower,Shooting Star,HYPER,7,
Sparkle Shower,Shooting Star,ANOTHER,10,NOTES
10th style,SHOOTING STAR,NORMAL,7,PEAK
10th style,SHOOTING STAR,HYPER,8,NOTES
10th style,SHOOTING STAR,ANOTHER,9,NOTES
Pinky Crush,Show Me All Your Love,NORMAL,5,
Pinky Crush,Show Me All Your Love,HYPER,9,NOTES
Pinky Crush,Show Me All Your Love,ANOTHER,11,NOTES
CANNON BALLERS,SHOX,NORMAL,5,
CANNON BALLERS,SHOX,HYPER,8,SCRATCH
CANNON BALLERS,SHOX,ANOTHER,10,NOTES
SINOBUZ,shuriken,NORMAL,4,
SINOBUZ,shuriken,HYPER,6,NOTES
SINOBUZ,shuriken,ANOTHER,10,NOTES
Rootage,Sidechained Threats,NORMAL,6,
Rootage,Sidechained Threats,HYPER,8,
Rootage,Sidechained Threats,ANOTHER,10,NOTES
Rootage,SIGMA,NORMAL,5,
Rootage,SIGMA,HYPER,8,
Rootage,SIGMA,ANOTHER,10,NOTES
SPADA,Sigmund,NORMAL,7,
SPADA,Sigmund,HYPER,10,NOTES
SPADA,Sigmund,ANOTHER,12,NOTES
SPADA,Sigmund,LEGGENDARIA,12,NOTES
HAPPY SKY,SigSig,BEGINNER,3,NOTES
HAPPY SKY,SigSig,NORMAL,5,
HAPPY SKY,SigSig,HYPER,7,NOTES
HAPPY SKY,SigSig,ANOTHER,10,CHORD
6th style,Silhoette of My Mind,NORMAL,4,
6th style,Silhoette of My Mind,HYPER,6,PEAK
HEROIC VERSE,Silly Love,BEGINNER,1,PEAK
HEROIC VERSE,Silly Love,NORMAL,4,SOF-LAN
HEROIC VERSE,Silly Love,HYPER,8,PEAK
HEROIC VERSE,Silly Love,ANOTHER,10,PEAK
CastHour,Silver Bullet,NORMAL,6,
CastHour,Silver Bullet,HYPER,10,SOF-LAN
CastHour,Silver Bullet,ANOTHER,12,SOF-LAN
9th style,Silvia Drive,NORMAL,4,PEAK
9th style,Silvia Drive,HYPER,8,NOTES
9th style,Silvia Drive,ANOTHER,9,NOTES
INFINITAS,sink into the dream,NORMAL,6,
INFINITAS,sink into the dream,HYPER,8,
INFINITAS,sink into the dream,ANOTHER,10,PEAK
SINOBUZ,SINOBUZ Fantasy,NORMAL,6,
SINOBUZ,SINOBUZ Fantasy,HYPER,9,PEAK
SINOBUZ,SINOBUZ Fantasy,ANOTHER,10,CHORD
BISTROVER,Sinus Iridum,NORMAL,7,SOF-LAN
BISTROVER,Sinus Iridum,HYPER,11,CHARGE
BISTROVER,Sinus Iridum,ANOTHER,12,CHARGE
EPOLIS,Sirius,NORMAL,5,
EPOLIS,Sirius,HYPER,9,NOTES
EPOLIS,Sirius,ANOTHER,12,CHORD
Rootage,Six String Proof,NORMAL,5,
Rootage,Six String Proof,HYPER,9,
Rootage,Six String Proof,ANOTHER,11,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,NORMAL,4,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,HYPER,7,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,ANOTHER,10,NOTES
CastHour,Skreaming for Salvation,NORMAL,6,
CastHour,Skreaming for Salvation,HYPER,10,SCRATCH
CastHour,Skreaming for Salvation,ANOTHER,12,PEAK
SINOBUZ,Sky High,BEGINNER,3,
SINOBUZ,Sky High,NORMAL,6,
SINOBUZ,Sky High,HYPER,10,NOTES
SINOBUZ,Sky High,ANOTHER,12,NOTES
3rd style,Skyscraper,NORMAL,4,
3rd style,Skyscraper,HYPER,6,NOTES
3rd style,Skyscraper,ANOTHER,7,PEAK
CANNON BALLERS,Sleepless days,NORMAL,4,NOTES
CANNON BALLERS,Sleepless days,HYPER,6,NOTES
CANNON BALLERS,Sleepless days,ANOTHER,9,NOTES
CANNON BALLERS,Slipstream,NORMAL,5,PEAK
CANNON BALLERS,Slipstream,HYPER,9,PEAK
CANNON BALLERS,Slipstream,ANOTHER,12,PEAK
Pinky Crush,Slumber☆Party,NORMAL,5,
Pinky Crush,Slumber☆Party,HYPER,8,NOTES
Pinky Crush,Slumber☆Party,ANOTHER,10,CHORD
HEROIC VERSE,Smashing Wedge,NORMAL,5,
HEROIC VERSE,Smashing Wedge,HYPER,10,PEAK
HEROIC VERSE,Smashing Wedge,ANOTHER,12,NOTES
GOLD,smile,NORMAL,7,NOTES
GOLD,smile,HYPER,9,NOTES
GOLD,smile,ANOTHER,11,CHORD
EMPRESS,smooooch・∀・,BEGINNER,2,PEAK
EMPRESS,smooooch・∀・,NORMAL,4,
EMPRESS,smooooch・∀・,HYPER,8,NOTES
EMPRESS,smooooch・∀・,ANOTHER,10,NOTES
EMPRESS,smooooch・∀・,LEGGENDARIA,11,CHORD
BISTROVER,smooooch・∀・ (Snail's House Remix),NORMAL,5,
BISTROVER,smooooch・∀・ (Snail's House Remix),HYPER,8,NOTES
BISTROVER,smooooch・∀・ (Snail's House Remix),ANOTHER,10,NOTES
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),NORMAL,6,
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),HYPER,9,
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),ANOTHER,11,NOTES
Lincle,Snake Stick,NORMAL,6,
Lincle,Snake Stick,HYPER,10,NOTES
Lincle,Snake Stick,ANOTHER,12,SCRATCH
SINOBUZ,Snakey Kung-fu,NORMAL,6,
SINOBUZ,Snakey Kung-fu,HYPER,10,NOTES
SINOBUZ,Snakey Kung-fu,ANOTHER,12,CHARGE
9th style,SNOW,NORMAL,5,NOTES
9th style,SNOW,HYPER,7,PEAK
9th style,SNOW,ANOTHER,10,PEAK
Lincle,Snow Goose,BEGINNER,2,PEAK
Lincle,Snow Goose,NORMAL,3,NOTES
Lincle,Snow Goose,HYPER,8,
Lincle,Snow Goose,ANOTHER,11,NOTES
GOLD,snow storm,BEGINNER,1,PEAK
GOLD,snow storm,NORMAL,4,PEAK
GOLD,snow storm,HYPER,9,NOTES
GOLD,snow storm,ANOTHER,10,NOTES
GOLD,snow storm,LEGGENDARIA,12,NOTES
DistorteD,So Fabulous !!,NORMAL,5,PEAK
DistorteD,So Fabulous !!,HYPER,8,PEAK
DistorteD,So Fabulous !!,ANOTHER,10,PEAK
EPOLIS,So What,NORMAL,3,NOTES
EPOLIS,So What,HYPER,6,NOTES
EPOLIS,So What,ANOTHER,9,CHORD
tricoro,Sol Cosine Job 2,NORMAL,6,
tricoro,Sol Cosine Job 2,HYPER,9,PEAK
tricoro,Sol Cosine Job 2,ANOTHER,12,NOTES
EPOLIS,SOLAR ECLIPSE,NORMAL,7,SCRATCH
EPOLIS,SOLAR ECLIPSE,HYPER,10,SCRATCH
EPOLIS,SOLAR ECLIPSE,ANOTHER,12,NOTES
DJ TROOPERS,soldier's waltz,NORMAL,5,
DJ TROOPERS,soldier's waltz,HYPER,9,
DJ TROOPERS,soldier's waltz,ANOTHER,10,CHORD
SIRIUS,SOLID STATE SQUAD,NORMAL,5,SCRATCH
SIRIUS,SOLID STATE SQUAD,HYPER,10,PEAK
SIRIUS,SOLID STATE SQUAD,ANOTHER,12,PEAK
SIRIUS,SOLID STATE SQUAD,LEGGENDARIA,12,CHORD
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,NORMAL,6,
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,HYPER,10,
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,ANOTHER,12,NOTES
CastHour,SOLID WYVERN,NORMAL,6,
CastHour,SOLID WYVERN,HYPER,9,NOTES
CastHour,SOLID WYVERN,ANOTHER,11,NOTES
EMPRESS,SOLITON BEAM,NORMAL,6,
EMPRESS,SOLITON BEAM,HYPER,9,NOTES
EMPRESS,SOLITON BEAM,ANOTHER,10,NOTES
6th style,SOMETHING WONDERFUL,NORMAL,6,PEAK
6th style,SOMETHING WONDERFUL,HYPER,8,
6th style,SOMETHING WONDERFUL,ANOTHER,10,PEAK
5th style,sometime,NORMAL,4,PEAK
5th style,sometime,HYPER,6,PEAK
5th style,sometime,ANOTHER,8,PEAK
RESIDENT,Somnidiscotheque,NORMAL,6,
RESIDENT,Somnidiscotheque,HYPER,11,PEAK
RESIDENT,Somnidiscotheque,ANOTHER,12,CHARGE
SIRIUS,Sorrows,NORMAL,5,
SIRIUS,Sorrows,HYPER,8,NOTES
SIRIUS,Sorrows,ANOTHER,10,CHORD
CastHour,Souhait bleu,NORMAL,5,
CastHour,Souhait bleu,HYPER,9,CHARGE
CastHour,Souhait bleu,ANOTHER,11,CHARGE
DJ TROOPERS,SOUND OF GIALLARHORN,BEGINNER,2,PEAK
DJ TROOPERS,SOUND OF GIALLARHORN,NORMAL,6,
DJ TROOPERS,SOUND OF GIALLARHORN,HYPER,10,NOTES
DJ TROOPERS,SOUND OF GIALLARHORN,ANOTHER,11,CHORD
PENDUAL,Sounds Of Summer,NORMAL,6,NOTES
PENDUAL,Sounds Of Summer,HYPER,10,NOTES
PENDUAL,Sounds Of Summer,ANOTHER,12,CHORD
2nd style,SP-TRIP MACHINE(for beatmania II),NORMAL,3,
2nd style,SP-TRIP MACHINE(for beatmania II),HYPER,4,PEAK
2nd style,SP-TRIP MACHINE(for beatmania II),ANOTHER,4,PEAK
INFINITAS,Space Dog,NORMAL,2,NOTES
INFINITAS,Space Dog,HYPER,6,
INFINITAS,Space Dog,ANOTHER,9,CHARGE
10th style,SPACE FIGHT,NORMAL,3,PEAK
10th style,SPACE FIGHT,HYPER,8,
10th style,SPACE FIGHT,ANOTHER,11,CHORD
Pinky Crush,Space In Time,NORMAL,6,
Pinky Crush,Space In Time,HYPER,9,PEAK
Pinky Crush,Space In Time,ANOTHER,11,CHARGE
PENDUAL,SpaceLand☆TOYBOX,NORMAL,6,NOTES
PENDUAL,SpaceLand☆TOYBOX,HYPER,9,
PENDUAL,SpaceLand☆TOYBOX,ANOTHER,12,NOTES
CastHour,SPARK IN THE NIGHT,NORMAL,4,
CastHour,SPARK IN THE NIGHT,HYPER,8,PEAK
CastHour,SPARK IN THE NIGHT,ANOTHER,10,NOTES
HEROIC VERSE,Sparkle Smilin',NORMAL,4,NOTES
HEROIC VERSE,Sparkle Smilin',HYPER,8,NOTES
HEROIC VERSE,Sparkle Smilin',ANOTHER,11,NOTES
SIRIUS,Special One,NORMAL,5,PEAK
SIRIUS,Special One,HYPER,7,NOTES
SIRIUS,Special One,ANOTHER,9,NOTES
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,NORMAL,4,PEAK
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,HYPER,8,NOTES
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,ANOTHER,12,NOTES
EPOLIS,Speculation,NORMAL,5,
EPOLIS,Speculation,HYPER,9,
EPOLIS,Speculation,ANOTHER,11,CHORD
CANNON BALLERS,SPEED,NORMAL,5,
CANNON BALLERS,SPEED,HYPER,8,
CANNON BALLERS,SPEED,ANOTHER,10,NOTES
CANNON BALLERS,SPEED DEMON,NORMAL,5,SCRATCH
CANNON BALLERS,SPEED DEMON,HYPER,8,NOTES
CANNON BALLERS,SPEED DEMON,ANOTHER,10,SCRATCH
Rootage,SPEED ROCKER,NORMAL,4,PEAK
Rootage,SPEED ROCKER,HYPER,9,
Rootage,SPEED ROCKER,ANOTHER,10,PEAK
IIDX RED,Sphere,NORMAL,5,PEAK
IIDX RED,Sphere,HYPER,9,NOTES
IIDX RED,Sphere,ANOTHER,10,PEAK
7th style,Spica,NORMAL,4,PEAK
7th style,Spica,HYPER,9,PEAK
7th style,Spica,ANOTHER,11,PEAK
5th style,Spin the disc,NORMAL,5,SCRATCH
5th style,Spin the disc,HYPER,7,SCRATCH
5th style,Spin the disc,ANOTHER,8,SCRATCH
tricoro,Spinning Around,NORMAL,5,
tricoro,Spinning Around,HYPER,7,
tricoro,Spinning Around,ANOTHER,10,CHARGE
IIDX RED,spiral galaxy,NORMAL,5,
IIDX RED,spiral galaxy,HYPER,9,NOTES
IIDX RED,spiral galaxy,ANOTHER,11,NOTES
IIDX RED,spiral galaxy,LEGGENDARIA,12,NOTES
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,NORMAL,5,
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,HYPER,9,
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,ANOTHER,10,NOTES
INFINITAS,Spirit of the Beast,NORMAL,6,
INFINITAS,Spirit of the Beast,HYPER,10,
INFINITAS,Spirit of the Beast,ANOTHER,12,NOTES
INFINITAS,squall,NORMAL,6,
INFINITAS,squall,HYPER,9,NOTES
INFINITAS,squall,ANOTHER,11,PEAK
SPADA,Squeeze,NORMAL,5,
SPADA,Squeeze,HYPER,8,NOTES
SPADA,Squeeze,ANOTHER,11,NOTES
RESIDENT,STAR BEAT,NORMAL,4,NOTES
RESIDENT,STAR BEAT,HYPER,8,NOTES
RESIDENT,STAR BEAT,ANOTHER,10,NOTES
8th style,STAR DREAM,NORMAL,5,
8th style,STAR DREAM,HYPER,7,
8th style,STAR DREAM,ANOTHER,9,PEAK
Lincle,Star Trail,NORMAL,4,PEAK
Lincle,Star Trail,HYPER,7,
Lincle,Star Trail,ANOTHER,10,PEAK
copula,STARLiGHT,NORMAL,5,
copula,STARLiGHT,HYPER,9,SCRATCH
copula,STARLiGHT,ANOTHER,11,CHORD
copula,STARLIGHT DANCEHALL,NORMAL,6,NOTES
copula,STARLIGHT DANCEHALL,HYPER,9,NOTES
copula,STARLIGHT DANCEHALL,ANOTHER,11,CHORD
copula,STARLIGHT DANCEHALL,LEGGENDARIA,12,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,NORMAL,4,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,HYPER,8,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,ANOTHER,10,NOTES
4th style,starmine,BEGINNER,2,PEAK
4th style,starmine,NORMAL,5,NOTES
4th style,starmine,HYPER,8,NOTES
4th style,starmine,ANOTHER,9,NOTES
Rootage,Starry Night,NORMAL,4,
Rootage,Starry Night,HYPER,7,
Rootage,Starry Night,ANOTHER,10,NOTES
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,NORMAL,5,
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,HYPER,8,
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,ANOTHER,9,CHORD
DJ TROOPERS,State Of The Art,NORMAL,5,
DJ TROOPERS,State Of The Art,HYPER,8,NOTES
DJ TROOPERS,State Of The Art,ANOTHER,11,NOTES
CANNON BALLERS,Static State,NORMAL,6,
CANNON BALLERS,Static State,HYPER,9,NOTES
CANNON BALLERS,Static State,ANOTHER,10,PEAK
INFINITAS,STAY GOLD,NORMAL,5,
INFINITAS,STAY GOLD,HYPER,9,
INFINITAS,STAY GOLD,ANOTHER,12,CHORD
Resort Anthem,Stay my side,NORMAL,4,PEAK
Resort Anthem,Stay my side,HYPER,6,PEAK
Resort Anthem,Stay my side,ANOTHER,8,PEAK
SINOBUZ,Steel Edge,NORMAL,5,
SINOBUZ,Steel Edge,HYPER,8,NOTES
SINOBUZ,Steel Edge,ANOTHER,12,CHARGE
DJ TROOPERS,STEEL NEEDLE,NORMAL,6,
DJ TROOPERS,STEEL NEEDLE,HYPER,10,NOTES
DJ TROOPERS,STEEL NEEDLE,ANOTHER,11,PEAK
DJ TROOPERS,STEEL NEEDLE,LEGGENDARIA,12,PEAK
SPADA,Stella Sinistra,NORMAL,3,
SPADA,Stella Sinistra,HYPER,7,
SPADA,Stella Sinistra,ANOTHER,11,NOTES
Resort Anthem,STELLAR WIND,BEGINNER,2,PEAK
Resort Anthem,STELLAR WIND,NORMAL,4,NOTES
Resort Anthem,STELLAR WIND,HYPER,9,NOTES
Resort Anthem,STELLAR WIND,ANOTHER,11,NOTES
CastHour,Stepper,NORMAL,4,
CastHour,Stepper,HYPER,8,NOTES
CastHour,Stepper,ANOTHER,10,NOTES
5th style,STILL IN MY HEART,NORMAL,5,PEAK
5th style,STILL IN MY HEART,HYPER,7,NOTES
5th style,STILL IN MY HEART,ANOTHER,9,PEAK
5th style,still my words,NORMAL,4,
5th style,still my words,HYPER,6,PEAK
INFINITAS,Stleq,NORMAL,5,
INFINITAS,Stleq,HYPER,9,
INFINITAS,Stleq,ANOTHER,11,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,NORMAL,6,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,HYPER,9,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,ANOTHER,11,NOTES
RESIDENT,STRAIGHT TO THE STARS,NORMAL,5,
RESIDENT,STRAIGHT TO THE STARS,HYPER,8,NOTES
RESIDENT,STRAIGHT TO THE STARS,ANOTHER,11,NOTES
copula,StrayedCatz,NORMAL,6,
copula,StrayedCatz,HYPER,10,PEAK
copula,StrayedCatz,ANOTHER,12,PEAK
tricoro,STULTI,NORMAL,5,
tricoro,STULTI,HYPER,10,SOF-LAN
tricoro,STULTI,ANOTHER,12,PEAK
RESIDENT,Stylus,NORMAL,6,NOTES
RESIDENT,Stylus,HYPER,9,NOTES
RESIDENT,Stylus,ANOTHER,11,NOTES
EPOLIS,Submerge Serenade,NORMAL,5,
EPOLIS,Submerge Serenade,HYPER,9,NOTES
EPOLIS,Submerge Serenade,ANOTHER,11,NOTES
Sparkle Shower,Substance,NORMAL,5,
Sparkle Shower,Substance,HYPER,8,SOF-LAN
Sparkle Shower,Substance,ANOTHER,11,SOF-LAN
PENDUAL,subtractive,NORMAL,4,
PENDUAL,subtractive,HYPER,7,
PENDUAL,subtractive,ANOTHER,10,SCRATCH
HEROIC VERSE,Sugar Drippin',NORMAL,4,PEAK
HEROIC VERSE,Sugar Drippin',HYPER,7,NOTES
HEROIC VERSE,Sugar Drippin',ANOTHER,9,NOTES
Pinky Crush,SμG@R RU$#,NORMAL,7,NOTES
Pinky Crush,SμG@R RU$#,HYPER,10,NOTES
Pinky Crush,SμG@R RU$#,ANOTHER,12,NOTES
BISTROVER,Sugarplum,NORMAL,5,
BISTROVER,Sugarplum,HYPER,8,NOTES
BISTROVER,Sugarplum,ANOTHER,10,CHORD
6th style,Summer Vacation(CU mix),NORMAL,6,
6th style,Summer Vacation(CU mix),HYPER,9,NOTES
RESIDENT,Summerblue,BEGINNER,2,PEAK
RESIDENT,Summerblue,NORMAL,5,
RESIDENT,Summerblue,HYPER,8,NOTES
RESIDENT,Summerblue,ANOTHER,10,NOTES
DistorteD,Sun Field,NORMAL,3,
DistorteD,Sun Field,HYPER,8,NOTES
DistorteD,Sun Field,ANOTHER,11,NOTES
RESIDENT,Sunny Day Vibes,NORMAL,5,
RESIDENT,Sunny Day Vibes,HYPER,8,CHARGE
RESIDENT,Sunny Day Vibes,ANOTHER,10,CHARGE
copula,Super Duper Racers,NORMAL,4,
copula,Super Duper Racers,HYPER,8,NOTES
copula,Super Duper Racers,ANOTHER,10,NOTES
RESIDENT,Super Freak,NORMAL,5,
RESIDENT,Super Freak,HYPER,9,
RESIDENT,Super Freak,ANOTHER,12,NOTES
SINOBUZ,Super Rush,NORMAL,6,
SINOBUZ,Super Rush,HYPER,9,PEAK
SINOBUZ,Super Rush,ANOTHER,12,CHORD
SINOBUZ,Surf on the Light,NORMAL,4,SOF-LAN
SINOBUZ,Surf on the Light,HYPER,8,SOF-LAN
SINOBUZ,Surf on the Light,ANOTHER,10,SOF-LAN
Resort Anthem,Survival Games,NORMAL,4,
Resort Anthem,Survival Games,HYPER,7,
Resort Anthem,Survival Games,ANOTHER,10,NOTES
copula,SURVIVOR,NORMAL,4,PEAK
copula,SURVIVOR,HYPER,7,PEAK
copula,SURVIVOR,ANOTHER,9,CHORD
RESIDENT,suspicions,NORMAL,6,
RESIDENT,suspicions,HYPER,10,NOTES
RESIDENT,suspicions,ANOTHER,12,NOTES
BISTROVER,Swarm Of Scarabs,NORMAL,6,
BISTROVER,Swarm Of Scarabs,HYPER,8,NOTES
BISTROVER,Swarm Of Scarabs,ANOTHER,11,SCRATCH
4th style,SWEET LAB,NORMAL,3,
4th style,SWEET LAB,HYPER,6,SCRATCH
4th style,SWEET LAB,ANOTHER,10,SCRATCH
PENDUAL,Sweet Radar,NORMAL,4,NOTES
PENDUAL,Sweet Radar,HYPER,7,NOTES
PENDUAL,Sweet Radar,ANOTHER,10,CHORD
9th style,Sweet Sweet Magic,NORMAL,5,NOTES
9th style,Sweet Sweet Magic,HYPER,8,
9th style,Sweet Sweet Magic,ANOTHER,10,NOTES
9th style,SWEETEST SAVAGE,NORMAL,4,
9th style,SWEETEST SAVAGE,HYPER,7,PEAK
9th style,SWEETEST SAVAGE,ANOTHER,11,SCRATCH
RESIDENT,Swing My Wonderland,NORMAL,5,
RESIDENT,Swing My Wonderland,HYPER,9,NOTES
RESIDENT,Swing My Wonderland,ANOTHER,11,NOTES
EPOLIS,Sword of Vengeance,NORMAL,7,PEAK
EPOLIS,Sword of Vengeance,HYPER,10,
EPOLIS,Sword of Vengeance,ANOTHER,12,NOTES
PENDUAL,Symmetry,NORMAL,6,
PENDUAL,Symmetry,HYPER,10,PEAK
PENDUAL,Symmetry,ANOTHER,12,NOTES
5th style,sync,NORMAL,6,
5th style,sync,HYPER,8,NOTES
5th style,sync,ANOTHER,10,PEAK
tricoro,SYNC-ANTHEM,NORMAL,5,NOTES
tricoro,SYNC-ANTHEM,HYPER,10,NOTES
tricoro,SYNC-ANTHEM,ANOTHER,12,NOTES
tricoro,Synergy For Angels,NORMAL,4,PEAK
tricoro,Synergy For Angels,HYPER,8,NOTES
tricoro,Synergy For Angels,ANOTHER,11,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),NORMAL,7,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),HYPER,9,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),ANOTHER,12,NOTES
CastHour,Tail Lights,NORMAL,5,
CastHour,Tail Lights,HYPER,9,NOTES
CastHour,Tail Lights,ANOTHER,11,NOTES
6th style,Take It Easy,NORMAL,7,NOTES
6th style,Take It Easy,HYPER,10,NOTES
6th style,Take It Easy,ANOTHER,11,CHORD
Resort Anthem,Take Me Higher,NORMAL,4,
Resort Anthem,Take Me Higher,HYPER,8,
Resort Anthem,Take Me Higher,ANOTHER,10,NOTES
HEROIC VERSE,take me higher,NORMAL,4,PEAK
HEROIC VERSE,take me higher,HYPER,7,NOTES
HEROIC VERSE,take me higher,ANOTHER,10,NOTES
3rd style,Tangerine Stream,NORMAL,2,PEAK
3rd style,Tangerine Stream,HYPER,3,PEAK
HAPPY SKY,tant pis pour toi,NORMAL,5,
HAPPY SKY,tant pis pour toi,HYPER,8,
HAPPY SKY,tant pis pour toi,ANOTHER,10,PEAK
Rootage,Technicolour Dreams,NORMAL,5,NOTES
