バージョン,曲名,難易度,レベル,ノーツレーダー属性
HAPPY SKY,Scripted Connection⇒ H mix,NORMAL,8,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,HYPER,10,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,ANOTHER,11,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,LEGGENDARIA,12,
HAPPY SKY,Scripted Connection⇒ N mix,NORMAL,6,
HAPPY SKY,Scripted Connection⇒ N mix,HYPER,9,PEAK
HAPPY SKY,Scripted Connection⇒ N mix,ANOTHER,10,PEAK
HAPPY SKY,Scripted Connection⇒ N mix,LEGGENDARIA,11,
SINOBUZ,Seaside Labyrinth,NORMAL,4,PEAK
SINOBUZ,Seaside Labyrinth,HYPER,6,PEAK
SINOBUZ,Seaside Labyrinth,ANOTHER,9,PEAK
GOLD,Second Heaven,NORMAL,6,PEAK
GOLD,Second Heaven,HYPER,8,PEAK
GOLD,Second Heaven,ANOTHER,11,PEAK
Pinky Crush,Secret Rouge,NORMAL,5,PEAK
Pinky Crush,Secret Rouge,HYPER,8,NOTES
Pinky Crush,Secret Rouge,ANOTHER,10,CHORD
copula,SEITEN NO TERIYAKI,NORMAL,4,NOTES
copula,SEITEN NO TERIYAKI,HYPER,7,NOTES
copula,SEITEN NO TERIYAKI,ANOTHER,11,PEAK
copula,SEITEN NO TERIYAKI,LEGGENDARIA,12,PEAK
SINOBUZ,Seize the Day,NORMAL,5,PEAK
SINOBUZ,Seize the Day,HYPER,9,CHORD
SINOBUZ,Seize the Day,ANOTHER,11,
SINOBUZ,Selfish Sweet,NORMAL,3,NOTES
SINOBUZ,Selfish Sweet,HYPER,6,PEAK
SINOBUZ,Selfish Sweet,ANOTHER,9,NOTES
copula,Sephirot,NORMAL,5,NOTES
copula,Sephirot,HYPER,8,PEAK
copula,Sephirot,ANOTHER,10,NOTES
SINOBUZ,SEQUENCE CAT,NORMAL,6,NOTES
SINOBUZ,SEQUENCE CAT,HYPER,10,NOTES
SINOBUZ,SEQUENCE CAT,ANOTHER,12,CHORD
RESIDENT,Seraph,NORMAL,5,PEAK
RESIDENT,Seraph,HYPER,9,PEAK
RESIDENT,Seraph,ANOTHER,11,PEAK
Lincle,Several Words,NORMAL,4,PEAK
Lincle,Several Words,HYPER,8,NOTES
Lincle,Several Words,ANOTHER,10,CHARGE
Lincle,SHADE,NORMAL,5,PEAK
Lincle,SHADE,HYPER,10,NOTES
Lincle,SHADE,ANOTHER,11,PEAK
DJ TROOPERS,Shades of Grey,NORMAL,6,
DJ TROOPERS,Shades of Grey,HYPER,9,NOTES
DJ TROOPERS,Shades of Grey,ANOTHER,10,PEAK
RESIDENT,Shadow World,NORMAL,4,PEAK
RESIDENT,Shadow World,HYPER,8,NOTES
RESIDENT,Shadow World,ANOTHER,11,
RESIDENT,Shamshir,NORMAL,5,SCRATCH
RESIDENT,Shamshir,HYPER,8,SCRATCH
RESIDENT,Shamshir,ANOTHER,10,SCRATCH
EPOLIS,Shapeshifter,NORMAL,6,NOTES
EPOLIS,Shapeshifter,HYPER,9,NOTES
EPOLIS,Shapeshifter,ANOTHER,11,CHORD
SPADA,Shattered control,NORMAL,4,SCRATCH
SPADA,Shattered control,HYPER,8,
SPADA,Shattered control,ANOTHER,10,NOTES
SIRIUS,She is my wife,NORMAL,5,PEAK
SIRIUS,She is my wife,HYPER,9,PEAK
SIRIUS,She is my wife,ANOTHER,10,PEAK
copula,SHELTER OF THE MIND,NORMAL,6,PEAK
copula,SHELTER OF THE MIND,HYPER,9,PEAK
copula,SHELTER OF THE MIND,ANOTHER,11,NOTES
DJ TROOPERS,SHIFT,NORMAL,5,
DJ TROOPERS,SHIFT,HYPER,8,PEAK
DJ TROOPERS,SHIFT,ANOTHER,10,PEAK
tricoro,Shining World,NORMAL,4,NOTES
tricoro,Shining World,HYPER,7,PEAK
tricoro,Shining World,ANOTHER,9,CHORD
tricoro,SHION,NORMAL,4,PEAK
tricoro,SHION,HYPER,7,NOTES
tricoro,SHION,ANOTHER,11,CHORD
HEROIC VERSE,Shiva,NORMAL,4,SCRATCH
HEROIC VERSE,Shiva,HYPER,8,NOTES
HEROIC VERSE,Shiva,ANOTHER,11,PEAK
SINOBUZ,Shoot'Em All,NORMAL,3,
SINOBUZ,Shoot'Em All,HYPER,8,PEAK
SINOBUZ,Shoot'Em All,ANOTHER,12,
PENDUAL,Shooting Fireball,NORMAL,6,PEAK
PENDUAL,Shooting Fireball,HYPER,10,PEAK
PENDUAL,Shooting Fireball,ANOTHER,12,NOTES
Sparkle Shower,Shooting Star,NORMAL,4,NOTES
Sparkle Shower,Shooting Star,HYPER,7,NOTES
Sparkle Shower,Shooting Star,ANOTHER,10,CHORD
10th style,SHOOTING STAR,NORMAL,6,NOTES
10th style,SHOOTING STAR,HYPER,9,NOTES
10th style,SHOOTING STAR,ANOTHER,11,PEAK
Pinky Crush,Show Me All Your Love,NORMAL,5,NOTES
Pinky Crush,Show Me All Your Love,HYPER,9,NOTES
Pinky Crush,Show Me All Your Love,ANOTHER,11,
CANNON BALLERS,SHOX,NORMAL,7,NOTES
CANNON BALLERS,SHOX,HYPER,9,NOTES
CANNON BALLERS,SHOX,ANOTHER,11,
SINOBUZ,shuriken,NORMAL,4,NOTES
SINOBUZ,shuriken,HYPER,8,NOTES
SINOBUZ,shuriken,ANOTHER,11,NOTES
Rootage,Sidechained Threats,NORMAL,8,NOTES
Rootage,Sidechained Threats,HYPER,10,NOTES
Rootage,Sidechained Threats,ANOTHER,11,
Rootage,SIGMA,NORMAL,5,PEAK
Rootage,SIGMA,HYPER,9,NOTES
Rootage,SIGMA,ANOTHER,12,
SPADA,Sigmund,NORMAL,7,NOTES
SPADA,Sigmund,HYPER,10,NOTES
SPADA,Sigmund,ANOTHER,12,
SPADA,Sigmund,LEGGENDARIA,12,NOTES
HAPPY SKY,SigSig,NORMAL,5,PEAK
HAPPY SKY,SigSig,HYPER,7,NOTES
HAPPY SKY,SigSig,ANOTHER,11,
6th style,Silhoette of My Mind,NORMAL,5,
6th style,Silhoette of My Mind,HYPER,7,PEAK
HEROIC VERSE,Silly Love,NORMAL,4,SOF-LAN
HEROIC VERSE,Silly Love,HYPER,8,PEAK
HEROIC VERSE,Silly Love,ANOTHER,10,PEAK
CastHour,Silver Bullet,NORMAL,6,SOF-LAN
CastHour,Silver Bullet,HYPER,10,SOF-LAN
CastHour,Silver Bullet,ANOTHER,12,
9th style,Silvia Drive,NORMAL,7,PEAK
9th style,Silvia Drive,HYPER,10,PEAK
9th style,Silvia Drive,ANOTHER,11,
INFINITAS,sink into the dream,NORMAL,6,
INFINITAS,sink into the dream,HYPER,8,NOTES
INFINITAS,sink into the dream,ANOTHER,10,PEAK
SINOBUZ,SINOBUZ Fantasy,NORMAL,6,PEAK
SINOBUZ,SINOBUZ Fantasy,HYPER,9,PEAK
SINOBUZ,SINOBUZ Fantasy,ANOTHER,10,CHORD
BISTROVER,Sinus Iridum,NORMAL,7,SOF-LAN
BISTROVER,Sinus Iridum,HYPER,11,
BISTROVER,Sinus Iridum,ANOTHER,12,
EPOLIS,Sirius,NORMAL,5,PEAK
EPOLIS,Sirius,HYPER,9,NOTES
EPOLIS,Sirius,ANOTHER,12,
Rootage,Six String Proof,NORMAL,5,
Rootage,Six String Proof,HYPER,9,PEAK
Rootage,Six String Proof,ANOTHER,11,
HEROIC VERSE,Ska-sh All Neurons!!,NORMAL,4,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,HYPER,7,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,ANOTHER,10,NOTES
CastHour,Skreaming for Salvation,NORMAL,6,SCRATCH
CastHour,Skreaming for Salvation,HYPER,10,SCRATCH
CastHour,Skreaming for Salvation,ANOTHER,12,
SINOBUZ,Sky High,NORMAL,6,PEAK
SINOBUZ,Sky High,HYPER,10,NOTES
SINOBUZ,Sky High,ANOTHER,12,
3rd style,Skyscraper,NORMAL,4,PEAK
3rd style,Skyscraper,HYPER,7,NOTES
CANNON BALLERS,Sleepless days,NORMAL,4,
CANNON BALLERS,Sleepless days,HYPER,6,NOTES
CANNON BALLERS,Sleepless days,ANOTHER,9,NOTES
CANNON BALLERS,Slipstream,NORMAL,5,PEAK
CANNON BALLERS,Slipstream,HYPER,9,NOTES
CANNON BALLERS,Slipstream,ANOTHER,12,
Pinky Crush,Slumber☆Party,NORMAL,5,PEAK
Pinky Crush,Slumber☆Party,HYPER,8,PEAK
Pinky Crush,Slumber☆Party,ANOTHER,11,
HEROIC VERSE,Smashing Wedge,NORMAL,5,PEAK
HEROIC VERSE,Smashing Wedge,HYPER,10,PEAK
HEROIC VERSE,Smashing Wedge,ANOTHER,12,
GOLD,smile,NORMAL,7,PEAK
GOLD,smile,HYPER,9,NOTES
GOLD,smile,ANOTHER,12,
EMPRESS,smooooch・∀・,NORMAL,5,NOTES
EMPRESS,smooooch・∀・,HYPER,8,SCRATCH
EMPRESS,smooooch・∀・,ANOTHER,10,NOTES
EMPRESS,smooooch・∀・,LEGGENDARIA,11,
BISTROVER,smooooch・∀・ (Snail's House Remix),NORMAL,5,NOTES
BISTROVER,smooooch・∀・ (Snail's House Remix),HYPER,8,NOTES
BISTROVER,smooooch・∀・ (Snail's House Remix),ANOTHER,10,NOTES
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),NORMAL,6,PEAK
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),HYPER,9,NOTES
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),ANOTHER,11,
Lincle,Snake Stick,NORMAL,6,
Lincle,Snake Stick,HYPER,10,SCRATCH
Lincle,Snake Stick,ANOTHER,12,
SINOBUZ,Snakey Kung-fu,NORMAL,6,NOTES
SINOBUZ,Snakey Kung-fu,HYPER,10,CHARGE
SINOBUZ,Snakey Kung-fu,ANOTHER,12,
9th style,SNOW,NORMAL,5,PEAK
9th style,SNOW,HYPER,8,PEAK
9th style,SNOW,ANOTHER,10,PEAK
Lincle,Snow Goose,NORMAL,4,NOTES
Lincle,Snow Goose,HYPER,9,NOTES
Lincle,Snow Goose,ANOTHER,11,
GOLD,snow storm,NORMAL,4,PEAK
GOLD,snow storm,HYPER,10,NOTES
GOLD,snow storm,ANOTHER,12,
DistorteD,So Fabulous !!,NORMAL,5,PEAK
DistorteD,So Fabulous !!,HYPER,9,PEAK
DistorteD,So Fabulous !!,ANOTHER,11,
EPOLIS,So What,NORMAL,3,PEAK
EPOLIS,So What,HYPER,6,NOTES
EPOLIS,So What,ANOTHER,9,CHORD
tricoro,Sol Cosine Job 2,NORMAL,6,
tricoro,Sol Cosine Job 2,HYPER,11,PEAK
tricoro,Sol Cosine Job 2,ANOTHER,12,
EPOLIS,SOLAR ECLIPSE,NORMAL,7,SCRATCH
EPOLIS,SOLAR ECLIPSE,HYPER,10,NOTES
EPOLIS,SOLAR ECLIPSE,ANOTHER,12,
DJ TROOPERS,soldier's waltz,NORMAL,4,SCRATCH
DJ TROOPERS,soldier's waltz,HYPER,9,PEAK
SIRIUS,SOLID STATE SQUAD,NORMAL,5,SCRATCH
SIRIUS,SOLID STATE SQUAD,HYPER,11,
SIRIUS,SOLID STATE SQUAD,ANOTHER,12,
SIRIUS,SOLID STATE SQUAD,LEGGENDARIA,12,CHORD
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,NORMAL,6,
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,HYPER,10,PEAK
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,ANOTHER,12,
CastHour,SOLID WYVERN,NORMAL,6,NOTES
CastHour,SOLID WYVERN,HYPER,9,NOTES
CastHour,SOLID WYVERN,ANOTHER,11,NOTES
EMPRESS,SOLITON BEAM,NORMAL,7,NOTES
EMPRESS,SOLITON BEAM,HYPER,10,NOTES
EMPRESS,SOLITON BEAM,ANOTHER,11,
6th style,SOMETHING WONDERFUL,NORMAL,4,PEAK
6th style,SOMETHING WONDERFUL,HYPER,8,NOTES
6th style,SOMETHING WONDERFUL,ANOTHER,11,
5th style,sometime,NORMAL,5,PEAK
5th style,sometime,HYPER,8,PEAK
5th style,sometime,ANOTHER,8,PEAK
RESIDENT,Somnidiscotheque,NORMAL,6,NOTES
RESIDENT,Somnidiscotheque,HYPER,10,PEAK
RESIDENT,Somnidiscotheque,ANOTHER,12,
SIRIUS,Sorrows,NORMAL,5,PEAK
SIRIUS,Sorrows,HYPER,8,PEAK
SIRIUS,Sorrows,ANOTHER,11,
CastHour,Souhait bleu,NORMAL,5,PEAK
CastHour,Souhait bleu,HYPER,9,CHARGE
CastHour,Souhait bleu,ANOTHER,11,CHARGE
DJ TROOPERS,SOUND OF GIALLARHORN,NORMAL,6,
DJ TROOPERS,SOUND OF GIALLARHORN,HYPER,9,NOTES
DJ TROOPERS,SOUND OF GIALLARHORN,ANOTHER,10,CHORD
PENDUAL,Sounds Of Summer,NORMAL,6,NOTES
PENDUAL,Sounds Of Summer,HYPER,9,NOTES
PENDUAL,Sounds Of Summer,ANOTHER,12,CHORD
2nd style,SP-TRIP MACHINE(for beatmania II),NORMAL,3,PEAK
2nd style,SP-TRIP MACHINE(for beatmania II),HYPER,5,PEAK
INFINITAS,Space Dog,NORMAL,2,
INFINITAS,Space Dog,HYPER,6,
INFINITAS,Space Dog,ANOTHER,9,CHARGE
10th style,SPACE FIGHT,NORMAL,6,PEAK
10th style,SPACE FIGHT,HYPER,8,PEAK
10th style,SPACE FIGHT,ANOTHER,11,
Pinky Crush,Space In Time,NORMAL,6,PEAK
Pinky Crush,Space In Time,HYPER,9,PEAK
Pinky Crush,Space In Time,ANOTHER,11,
PENDUAL,SpaceLand☆TOYBOX,NORMAL,6,NOTES
PENDUAL,SpaceLand☆TOYBOX,HYPER,9,NOTES
PENDUAL,SpaceLand☆TOYBOX,ANOTHER,12,
CastHour,SPARK IN THE NIGHT,NORMAL,4,PEAK
CastHour,SPARK IN THE NIGHT,HYPER,8,PEAK
CastHour,SPARK IN THE NIGHT,ANOTHER,10,NOTES
HEROIC VERSE,Sparkle Smilin',NORMAL,4,NOTES
HEROIC VERSE,Sparkle Smilin',HYPER,8,NOTES
HEROIC VERSE,Sparkle Smilin',ANOTHER,11,
SIRIUS,Special One,NORMAL,5,NOTES
SIRIUS,Special One,HYPER,8,NOTES
SIRIUS,Special One,ANOTHER,9,NOTES
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,NORMAL,6,
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,HYPER,10,CHORD
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,ANOTHER,12,
EPOLIS,Speculation,NORMAL,5,
EPOLIS,Speculation,HYPER,9,
EPOLIS,Speculation,ANOTHER,11,
CANNON BALLERS,SPEED,NORMAL,5,SCRATCH
CANNON BALLERS,SPEED,HYPER,8,SCRATCH
CANNON BALLERS,SPEED,ANOTHER,10,NOTES
CANNON BALLERS,SPEED DEMON,NORMAL,5,SCRATCH
CANNON BALLERS,SPEED DEMON,HYPER,8,NOTES
CANNON BALLERS,SPEED DEMON,ANOTHER,11,
Rootage,SPEED ROCKER,NORMAL,4,PEAK
Rootage,SPEED ROCKER,HYPER,9,PEAK
Rootage,SPEED ROCKER,ANOTHER,10,PEAK
IIDX RED,Sphere,NORMAL,5,PEAK
IIDX RED,Sphere,HYPER,8,PEAK
IIDX RED,Sphere,ANOTHER,12,
7th style,Spica,NORMAL,3,PEAK
7th style,Spica,HYPER,9,NOTES
7th style,Spica,ANOTHER,12,
5th style,Spin the disc,NORMAL,7,NOTES
5th style,Spin the disc,HYPER,10,NOTES
tricoro,Spinning Around,NORMAL,4,NOTES
tricoro,Spinning Around,HYPER,8,NOTES
tricoro,Spinning Around,ANOTHER,10,CHORD
IIDX RED,spiral galaxy,NORMAL,5,PEAK
IIDX RED,spiral galaxy,HYPER,9,NOTES
IIDX RED,spiral galaxy,ANOTHER,10,PEAK
IIDX RED,spiral galaxy,LEGGENDARIA,12,
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,NORMAL,5,NOTES
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,HYPER,9,NOTES
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,ANOTHER,10,NOTES
INFINITAS,Spirit of the Beast,NORMAL,6,
INFINITAS,Spirit of the Beast,HYPER,10,NOTES
INFINITAS,Spirit of the Beast,ANOTHER,12,
INFINITAS,squall,NORMAL,6,NOTES
INFINITAS,squall,HYPER,9,NOTES
INFINITAS,squall,ANOTHER,11,
SPADA,Squeeze,NORMAL,5,NOTES
SPADA,Squeeze,HYPER,8,PEAK
SPADA,Squeeze,ANOTHER,11,
RESIDENT,STAR BEAT,NORMAL,4,NOTES
RESIDENT,STAR BEAT,HYPER,8,PEAK
RESIDENT,STAR BEAT,ANOTHER,10,CHORD
8th style,STAR DREAM,NORMAL,7,PEAK
8th style,STAR DREAM,HYPER,8,PEAK
Lincle,Star Trail,NORMAL,4,PEAK
Lincle,Star Trail,HYPER,7,NOTES
Lincle,Star Trail,ANOTHER,10,PEAK
copula,STARLiGHT,NORMAL,5,PEAK
copula,STARLiGHT,HYPER,9,NOTES
copula,STARLiGHT,ANOTHER,11,
copula,STARLIGHT DANCEHALL,NORMAL,7,NOTES
copula,STARLIGHT DANCEHALL,HYPER,9,NOTES
copula,STARLIGHT DANCEHALL,ANOTHER,11,CHORD
copula,STARLIGHT DANCEHALL,LEGGENDARIA,12,
CANNON BALLERS,STARLIGHT JUNCTION,NORMAL,4,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,HYPER,8,PEAK
CANNON BALLERS,STARLIGHT JUNCTION,ANOTHER,10,NOTES
4th style,starmine,NORMAL,5,SCRATCH
4th style,starmine,HYPER,8,PEAK
4th style,starmine,ANOTHER,12,PEAK
Rootage,Starry Night,NORMAL,5,PEAK
Rootage,Starry Night,HYPER,8,NOTES
Rootage,Starry Night,ANOTHER,10,PEAK
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,NORMAL,5,
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,HYPER,7,NOTES
DJ TROOPERS,State Of The Art,NORMAL,6,NOTES
DJ TROOPERS,State Of The Art,HYPER,8,NOTES
DJ TROOPERS,State Of The Art,ANOTHER,12,NOTES
CANNON BALLERS,Static State,NORMAL,6,NOTES
CANNON BALLERS,Static State,HYPER,9,NOTES
CANNON BALLERS,Static State,ANOTHER,10,PEAK
INFINITAS,STAY GOLD,NORMAL,5,NOTES
INFINITAS,STAY GOLD,HYPER,9,
INFINITAS,STAY GOLD,ANOTHER,12,
Resort Anthem,Stay my side,NORMAL,4,PEAK
Resort Anthem,Stay my side,HYPER,6,PEAK
Resort Anthem,Stay my side,ANOTHER,7,CHORD
SINOBUZ,Steel Edge,NORMAL,5,
SINOBUZ,Steel Edge,HYPER,9,NOTES
SINOBUZ,Steel Edge,ANOTHER,11,CHORD
DJ TROOPERS,STEEL NEEDLE,NORMAL,6,SCRATCH
DJ TROOPERS,STEEL NEEDLE,HYPER,10,NOTES
DJ TROOPERS,STEEL NEEDLE,ANOTHER,11,NOTES
DJ TROOPERS,STEEL NEEDLE,LEGGENDARIA,12,
SPADA,Stella Sinistra,NORMAL,5,PEAK
SPADA,Stella Sinistra,HYPER,9,NOTES
SPADA,Stella Sinistra,ANOTHER,12,
Resort Anthem,STELLAR WIND,NORMAL,5,
Resort Anthem,STELLAR WIND,HYPER,9,PEAK
Resort Anthem,STELLAR WIND,ANOTHER,11,PEAK
CastHour,Stepper,NORMAL,4,
CastHour,Stepper,HYPER,8,NOTES
CastHour,Stepper,ANOTHER,10,NOTES
5th style,STILL IN MY HEART,NORMAL,4,PEAK
5th style,STILL IN MY HEART,HYPER,6,NOTES
5th style,STILL IN MY HEART,ANOTHER,11,
5th style,still my words,NORMAL,5,PEAK
5th style,still my words,HYPER,7,NOTES
INFINITAS,Stleq,NORMAL,5,
INFINITAS,Stleq,HYPER,9,NOTES
INFINITAS,Stleq,ANOTHER,11,
HEROIC VERSE,STOIC HYPOTHESIS,NORMAL,6,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,HYPER,9,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,ANOTHER,11,NOTES
RESIDENT,STRAIGHT TO THE STARS,NORMAL,5,NOTES
RESIDENT,STRAIGHT TO THE STARS,HYPER,8,NOTES
RESIDENT,STRAIGHT TO THE STARS,ANOTHER,11,
copula,StrayedCatz,NORMAL,6,
copula,StrayedCatz,HYPER,9,PEAK
copula,StrayedCatz,ANOTHER,12,PEAK
tricoro,STULTI,NORMAL,5,SOF-LAN
tricoro,STULTI,HYPER,10,PEAK
tricoro,STULTI,ANOTHER,12,
RESIDENT,Stylus,NORMAL,6,
RESIDENT,Stylus,HYPER,10,SCRATCH
RESIDENT,Stylus,ANOTHER,12,NOTES
EPOLIS,Submerge Serenade,NORMAL,5,NOTES
EPOLIS,Submerge Serenade,HYPER,9,NOTES
EPOLIS,Submerge Serenade,ANOTHER,11,NOTES
Sparkle Shower,Substance,NORMAL,5,SOF-LAN
Sparkle Shower,Substance,HYPER,8,SOF-LAN
Sparkle Shower,Substance,ANOTHER,11,
PENDUAL,subtractive,NORMAL,4,SCRATCH
PENDUAL,subtractive,HYPER,7,NOTES
PENDUAL,subtractive,ANOTHER,10,
HEROIC VERSE,Sugar Drippin',NORMAL,4,
HEROIC VERSE,Sugar Drippin',HYPER,7,NOTES
HEROIC VERSE,Sugar Drippin',ANOTHER,10,PEAK
Pinky Crush,SμG@R RU$#,NORMAL,7,PEAK
Pinky Crush,SμG@R RU$#,HYPER,10,NOTES
Pinky Crush,SμG@R RU$#,ANOTHER,12,
BISTROVER,Sugarplum,NORMAL,5,NOTES
BISTROVER,Sugarplum,HYPER,8,NOTES
BISTROVER,Sugarplum,ANOTHER,10,CHORD
6th style,Summer Vacation(CU mix),NORMAL,9,NOTES
6th style,Summer Vacation(CU mix),HYPER,12,NOTES
RESIDENT,Summerblue,NORMAL,5,NOTES
RESIDENT,Summerblue,HYPER,8,NOTES
RESIDENT,Summerblue,ANOTHER,10,NOTES
DistorteD,Sun Field,NORMAL,5,SCRATCH
DistorteD,Sun Field,HYPER,9,NOTES
DistorteD,Sun Field,ANOTHER,11,NOTES
RESIDENT,Sunny Day Vibes,NORMAL,6,PEAK
RESIDENT,Sunny Day Vibes,HYPER,9,CHARGE
RESIDENT,Sunny Day Vibes,ANOTHER,11,CHARGE
copula,Super Duper Racers,NORMAL,5,NOTES
copula,Super Duper Racers,HYPER,8,NOTES
copula,Super Duper Racers,ANOTHER,10,PEAK
RESIDENT,Super Freak,NORMAL,5,NOTES
RESIDENT,Super Freak,HYPER,9,
RESIDENT,Super Freak,ANOTHER,12,
SINOBUZ,Super Rush,NORMAL,6,NOTES
SINOBUZ,Super Rush,HYPER,9,PEAK
SINOBUZ,Super Rush,ANOTHER,12,
SINOBUZ,Surf on the Light,NORMAL,4,SOF-LAN
SINOBUZ,Surf on the Light,HYPER,8,SOF-LAN
SINOBUZ,Surf on the Light,ANOTHER,10,CHORD
Resort Anthem,Survival Games,NORMAL,4,NOTES
Resort Anthem,Survival Games,HYPER,8,NOTES
Resort Anthem,Survival Games,ANOTHER,10,NOTES
copula,SURVIVOR,NORMAL,5,PEAK
copula,SURVIVOR,HYPER,7,PEAK
copula,SURVIVOR,ANOTHER,10,CHORD
RESIDENT,suspicions,NORMAL,6,NOTES
RESIDENT,suspicions,HYPER,10,NOTES
RESIDENT,suspicions,ANOTHER,12,
BISTROVER,Swarm Of Scarabs,NORMAL,6,NOTES
BISTROVER,Swarm Of Scarabs,HYPER,8,NOTES
BISTROVER,Swarm Of Scarabs,ANOTHER,11,
4th style,SWEET LAB,NORMAL,6,SCRATCH
4th style,SWEET LAB,HYPER,10,PEAK
4th style,SWEET LAB,ANOTHER,12,PEAK
PENDUAL,Sweet Radar,NORMAL,4,PEAK
PENDUAL,Sweet Radar,HYPER,6,NOTES
PENDUAL,Sweet Radar,ANOTHER,10,CHORD
9th style,Sweet Sweet Magic,NORMAL,5,
9th style,Sweet Sweet Magic,HYPER,9,NOTES
9th style,Sweet Sweet Magic,ANOTHER,11,NOTES
9th style,SWEETEST SAVAGE,NORMAL,6,NOTES
9th style,SWEETEST SAVAGE,HYPER,7,PEAK
9th style,SWEETEST SAVAGE,ANOTHER,11,
RESIDENT,Swing My Wonderland,NORMAL,5,NOTES
RESIDENT,Swing My Wonderland,HYPER,9,NOTES
RESIDENT,Swing My Wonderland,ANOTHER,11,
EPOLIS,Sword of Vengeance,NORMAL,7,PEAK
EPOLIS,Sword of Vengeance,HYPER,10,NOTES
EPOLIS,Sword of Vengeance,ANOTHER,12,
PENDUAL,Symmetry,NORMAL,6,PEAK
PENDUAL,Symmetry,HYPER,9,PEAK
PENDUAL,Symmetry,ANOTHER,11,NOTES
5th style,sync,NORMAL,7,NOTES
5th style,sync,HYPER,9,NOTES
5th style,sync,ANOTHER,11,PEAK
tricoro,SYNC-ANTHEM,NORMAL,6,NOTES
tricoro,SYNC-ANTHEM,HYPER,10,NOTES
tricoro,SYNC-ANTHEM,ANOTHER,12,NOTES
tricoro,Synergy For Angels,NORMAL,4,PEAK
tricoro,Synergy For Angels,HYPER,8,NOTES
tricoro,Synergy For Angels,ANOTHER,11,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),NORMAL,7,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),HYPER,9,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),ANOTHER,12,
CastHour,Tail Lights,NORMAL,5,NOTES
CastHour,Tail Lights,HYPER,9,NOTES
CastHour,Tail Lights,ANOTHER,11,
6th style,Take It Easy,NORMAL,6,NOTES
6th style,Take It Easy,HYPER,11,CHORD
Resort Anthem,Take Me Higher,NORMAL,4,NOTES
Resort Anthem,Take Me Higher,HYPER,8,
Resort Anthem,Take Me Higher,ANOTHER,10,NOTES
HEROIC VERSE,take me higher,NORMAL,4,PEAK
HEROIC VERSE,take me higher,HYPER,8,NOTES
HEROIC VERSE,take me higher,ANOTHER,10,PEAK
3rd style,Tangerine Stream,NORMAL,2,PEAK
3rd style,Tangerine Stream,HYPER,3,PEAK
HAPPY SKY,tant pis pour toi,NORMAL,4,PEAK
HAPPY SKY,tant pis pour toi,HYPER,9,
Rootage,Technicolour Dreams,NORMAL,5,NOTES
Rootage,Technicolour Dreams,HYPER,8,NOTES
Rootage,Technicolour Dreams,ANOTHER,10,CHORD
HEROIC VERSE,TECHNO Style Essentials,NORMAL,6,PEAK
HEROIC VERSE,TECHNO Style Essentials,HYPER,9,PEAK
HEROIC VERSE,TECHNO Style Essentials,ANOTHER,12,PEAK
RESIDENT,TECHNOPHOBIA,NORMAL,5,PEAK
RESIDENT,TECHNOPHOBIA,HYPER,8,NOTES
RESIDENT,TECHNOPHOBIA,ANOTHER,12,
BISTROVER,Tell me what you wish feat.らっぷびと,NORMAL,5,NOTES
BISTROVER,Tell me what you wish feat.らっぷびと,HYPER,8,NOTES
BISTROVER,Tell me what you wish feat.らっぷびと,ANOTHER,11,NOTES
CANNON BALLERS,Temple of Anubis,NORMAL,5,SCRATCH
CANNON BALLERS,Temple of Anubis,HYPER,8,PEAK
CANNON BALLERS,Temple of Anubis,ANOTHER,11,
IIDX RED,TEXTURE,NORMAL,3,PEAK
IIDX RED,TEXTURE,HYPER,4,
IIDX RED,TEXTURE,ANOTHER,7,
EMPRESS,THANK YOU FOR PLAYING,NORMAL,5,SOF-LAN
